-31.00339,-26.808659
-32.860134,-26.41124
13.5731535,-23.758123
1.117407,28.056904
3.7581408,31.710138
20.764547,-21.886745
-47.33233,14.172379
-19.500912,-26.750956
-41.46371,-35.683655
-21.063112,-16.815193
36.257015,14.2150755
-23.602558,29.048157
-30.333174,5.1099024
-31.822325,-14.9164505
25.43821,19.150242
-3.5968263,4.232801
-19.2875,22.552694
9.535926,-18.139147
9.310799,-18.147028
-46.947002,-6.583223
12.296323,20.743101
18.327702,2.5272868
-48.268894,-7.227077
11.698144,-28.063143
53.40266,2.6394827
-19.408056,17.526228
-5.734531,0.93622833
8.956448,6.603455
-19.356676,5.7442493
-22.756088,7.796305
4.0722184,35.173195
6.9465537,32.386528
-16.182976,13.9398155
-27.531654,-10.120397
-2.5134537,-42.920277
-16.45074,41.13768
40.879913,9.111568
5.8317275,40.954285
16.718128,2.4852333
-3.8013544,29.107836
-8.377575,32.662228
-32.640057,20.668177
-49.433468,-7.4304624
5.242233,19.36589
-17.343122,9.718331
-6.212215,-1.1158017
1.7201821,-0.9499621
-32.020073,35.99157
1.8987315,-19.677067
-33.05071,-10.000578
-31.516085,32.23943
-16.38642,-27.98217
3.7609916,-37.87979
-43.59763,12.311525
-22.868832,-30.02645
-13.935099,-32.6447
-14.469736,-31.858921
-21.042507,-37.726345
24.472847,6.856316
0.0830047,43.958553
-0.6378661,-18.678064
24.577682,-2.6590896
4.052404,15.459153
2.289937,-0.106172785
1.8854885,15.694822
-11.407598,14.901545
9.389834,-1.9967387
-27.99254,5.690757
11.282205,-23.013744
-5.280218,-15.955591
-18.90412,9.415458
1.7335014,0.16055217
1.6839794,-0.24997692
52.3844,-5.613225
-45.69288,13.922923
-36.100533,-16.647636
-15.600573,10.072791
-4.9550676,6.2904
-32.713737,6.6850343
-40.09767,5.5192356
-39.12757,-9.699125
-35.192024,-6.137586
-41.923332,11.6001215
-39.7614,-34.222256
21.84472,-34.99113
-43.23906,19.0475
-24.73436,14.692692
-48.031773,9.238043
0.58094263,-0.08306105
-13.170351,22.890135
-22.930368,21.561897
-25.673468,-0.91321445
51.46916,-19.181961
9.850883,-10.353192
-32.645103,-12.975823
50.599327,-5.9445186
15.757519,23.62524
-33.573803,-3.1328936
-15.570401,12.122215
-17.33114,32.51417
13.669213,-1.6547277
15.537373,25.33796
-12.603379,-40.94284
16.647425,-12.250476
33.618145,1.7058717
-10.124102,-11.949983
-29.71229,-9.423577
-13.793402,-20.730278
-14.189359,-11.555231
-18.575874,-14.26534
-17.351553,-37.25147
-17.46791,-38.941883
37.029293,17.024717
-29.361422,-7.3482876
36.69015,21.897705
-1.2198714,-2.0358157
25.011883,-15.889071
-20.227413,2.097533
-10.537852,-46.62079
29.045397,16.72109
26.348455,17.027313
35.50937,26.94548
21.871485,-1.6539838
-4.063671,17.119734
-47.01831,10.215865
43.06404,3.0886316
-11.727243,-14.592507
-34.136795,-9.008977
19.559383,-2.8723445
4.362261,16.921455
-37.849438,-40.150005
12.666777,28.426844
6.319104,37.28791
14.521408,17.606173
5.3001122,-15.579213
16.268936,10.439084
6.210964,35.322437
40.512234,5.6034408
44.78195,-3.0644753
37.12707,0.23511672
3.3423789,-25.682013
0.8835329,36.115566
37.928616,21.118553
36.907806,18.968393
22.98798,-2.015641
28.911818,-13.962622
23.724508,-32.9997
38.63179,1.9767675
-36.323242,21.066185
-33.69664,7.5105443
-2.3286016,-26.375473
-19.338266,-12.409912
-27.488052,-38.82333
-25.05763,-10.466716
53.402203,17.425035
40.157017,16.937937
30.396963,-9.848743
-22.699121,-21.924284
47.29056,-1.9368869
56.28321,13.416436
23.745962,-9.521974
32.354195,5.258177
52.835598,0.5088075
46.626926,-3.9584482
35.412464,8.9448595
14.127621,28.145714
-44.29929,-31.311571
-0.025936784,32.722763
